"miles","passengers","delay","inflight_meal","inflight_entertainment","inflight_wifi","day_of_week","redeye","weekend","coach_price","firstclass_price","hours","new_miles","new_passengers","new_coach_price","new_firstclass_price"
1080,212,11,"Yes","Yes","Yes","Saturday","No","Yes",432.62,1579.91,2,11095,10227,10447.62,11594.91
2197,228,8,"Yes","No","Yes","Sunday","No","Yes",373.745,1546.96,4,12212,10243,10388.745,11561.96
1562,212,12,"No","Yes","Yes","Saturday","No","Yes",473.22,1566.81,3,11577,10227,10488.22,11581.81
2057,160,8,"No","Yes","Yes","Sunday","Yes","Yes",400.535,1619.87,4,12072,10175,10415.535,11634.87
2239,203,10,"No","Yes","Yes","Saturday","No","Yes",445.875,1529.25,4,12254,10218,10460.875,11544.25
2731,213,7,"Yes","No","Yes","Sunday","No","Yes",361.515,1538.45,5,12746,10228,10376.515,11553.45
555,193,10,"Yes","Yes","No","Monday","No","No",238.745,1152.48,1,10570,10208,10253.745,11167.48
1531,216,7,"Yes","Yes","No","Thursday","No","No",332.385,1195.62,3,11546,10231,10347.385,11210.62
2804,204,11,"No","Yes","Yes","Saturday","No","Yes",419.53,1557.04,5,12819,10219,10434.53,11572.04
1907,215,9,"No","Yes","Yes","Tuesday","No","No",336.825,1265.32,3,11922,10230,10351.825,11280.32
1109,212,11,"No","Yes","Yes","Sunday","No","Yes",365.825,1555.42,2,11124,10227,10380.825,11570.42
853,219,14,"No","Yes","Yes","Sunday","No","Yes",366.115,1500.12,2,10868,10234,10381.115,11515.12
2218,209,8,"Yes","Yes","Yes","Saturday","No","Yes",470.51,1610.37,4,12233,10224,10485.51,11625.37
2278,200,9,"No","Yes","Yes","Tuesday","No","No",333.73,1306.15,4,12293,10215,10348.73,11321.15
1863,206,12,"No","Yes","Yes","Monday","No","No",326.565,1232.34,3,11878,10221,10341.565,11247.34
2321,207,11,"Yes","No","Yes","Thursday","No","No",316.905,1267.04,4,12336,10222,10331.905,11282.04
448,214,9,"Yes","Yes","Yes","Saturday","No","Yes",399.66,1488.07,1,10463,10229,10414.66,11503.07
1842,204,24,"Yes","Yes","Yes","Sunday","No","Yes",395.23,1591.63,3,11857,10219,10410.23,11606.63
834,196,8,"No","Yes","No","Saturday","No","Yes",262.62,1443.57,2,10849,10211,10277.62,11458.57
1961,221,10,"Yes","Yes","Yes","Friday","No","Yes",479.495,1583.7,4,11976,10236,10494.495,11598.7
2241,223,10,"No","Yes","Yes","Sunday","No","Yes",413.095,1532.87,4,12256,10238,10428.095,11547.87
1283,200,19,"Yes","Yes","Yes","Sunday","No","Yes",428.595,1550.7,2,11298,10215,10443.595,11565.7
1154,205,9,"No","Yes","Yes","Saturday","No","Yes",443.55,1581.58,2,11169,10220,10458.55,11596.58
1592,218,11,"Yes","Yes","Yes","Sunday","No","Yes",410.2,1535.9,3,11607,10233,10425.2,11550.9
1561,207,13,"No","Yes","Yes","Sunday","No","Yes",411.505,1600.61,3,11576,10222,10426.505,11615.61
1838,225,8,"Yes","No","No","Wednesday","No","No",238.91,1160.46,3,11853,10240,10253.91,11175.46
1998,201,11,"No","Yes","Yes","Friday","No","Yes",447.94,1490.54,4,12013,10216,10462.94,11505.54
2120,211,28,"No","Yes","No","Saturday","No","Yes",377.77,1506.43,4,12135,10226,10392.77,11521.43
575,213,28,"No","Yes","Yes","Wednesday","No","No",336.005,1273.14,1,10590,10228,10351.005,11288.14
785,203,9,"No","Yes","Yes","Saturday","No","Yes",325.785,1561.91,1,10800,10218,10340.785,11576.91
1996,208,11,"Yes","No","Yes","Sunday","No","Yes",377.66,1564.3,4,12011,10223,10392.66,11579.3
573,220,12,"No","No","No","Monday","No","No",157.135,1012.52,1,10588,10235,10172.135,11027.52
2514,214,10,"Yes","Yes","No","Sunday","No","Yes",469.51,1572.24,5,12529,10229,10484.51,11587.24
2424,212,8,"Yes","Yes","Yes","Friday","No","Yes",432.22,1589.99,4,12439,10227,10447.22,11604.99
1523,212,12,"No","Yes","Yes","Thursday","No","No",347.545,1192.45,3,11538,10227,10362.545,11207.45
2509,203,0,"No","Yes","Yes","Saturday","No","Yes",451.585,1597.33,5,12524,10218,10466.585,11612.33
2458,220,14,"No","Yes","Yes","Tuesday","No","No",388.64,1363.27,4,12473,10235,10403.64,11378.27
1656,210,0,"No","Yes","No","Sunday","No","Yes",296.83,1491.4,3,11671,10225,10311.83,11506.4
3716,211,0,"Yes","Yes","Yes","Saturday","No","Yes",466.48,1734.58,7,13731,10226,10481.48,11749.58
1767,220,11,"Yes","Yes","Yes","Wednesday","No","No",331.905,1303.63,3,11782,10235,10346.905,11318.63
1899,209,18,"No","Yes","Yes","Friday","No","Yes",440.415,1657.79,3,11914,10224,10455.415,11672.79
1164,212,13,"No","Yes","Yes","Thursday","No","No",351.96,1192.51,2,11179,10227,10366.96,11207.51
1758,220,11,"No","Yes","No","Saturday","No","Yes",342.12,1456.39,3,11773,10235,10357.12,11471.39
927,212,12,"Yes","Yes","Yes","Sunday","No","Yes",404.895,1621.37,2,10942,10227,10419.895,11636.37
2202,221,7,"No","Yes","No","Wednesday","No","No",298.49,1247.55,4,12217,10236,10313.49,11262.55
1567,199,9,"No","Yes","Yes","Monday","No","No",360.975,1199.18,3,11582,10214,10375.975,11214.18
1514,208,6,"Yes","Yes","Yes","Friday","No","Yes",402.17,1634.6,3,11529,10223,10417.17,11649.6
972,218,32,"No","Yes","Yes","Sunday","No","Yes",401.76,1469.26,2,10987,10233,10416.76,11484.26
2444,196,9,"Yes","No","Yes","Friday","No","Yes",370.45,1507.04,4,12459,10211,10385.45,11522.04
3996,168,10,"No","Yes","Yes","Wednesday","Yes","No",294.22,1316.96,7,14011,10183,10309.22,11331.96
1848,199,19,"Yes","Yes","Yes","Thursday","No","No",330.01,1368.15,3,11863,10214,10345.01,11383.15
2083,203,14,"No","No","Yes","Saturday","No","Yes",353.335,1436.42,4,12098,10218,10368.335,11451.42
2588,210,9,"No","Yes","Yes","Monday","No","No",315.33,1247.23,5,12603,10225,10330.33,11262.23
2192,209,8,"No","Yes","Yes","Tuesday","No","No",299.8,1268.93,4,12207,10224,10314.8,11283.93
1501,195,8,"No","Yes","Yes","Saturday","No","Yes",401.125,1580.98,3,11516,10210,10416.125,11595.98
2331,202,13,"Yes","No","Yes","Sunday","No","Yes",387.835,1420.76,4,12346,10217,10402.835,11435.76
1996,206,8,"Yes","Yes","Yes","Saturday","No","Yes",415.91,1592.88,4,12011,10221,10430.91,11607.88
2331,203,6,"Yes","Yes","No","Saturday","No","Yes",330.815,1588.03,4,12346,10218,10345.815,11603.03
1988,223,11,"Yes","Yes","Yes","Sunday","No","Yes",453.41,1551.6,4,12003,10238,10468.41,11566.6
1159,219,32,"No","Yes","Yes","Tuesday","No","No",298.785,1302.74,2,11174,10234,10313.785,11317.74
1787,211,9,"Yes","Yes","Yes","Saturday","No","Yes",422.605,1634.17,3,11802,10226,10437.605,11649.17
1306,213,9,"No","Yes","Yes","Saturday","No","Yes",380.92,1531.27,2,11321,10228,10395.92,11546.27
3920,199,12,"Yes","Yes","Yes","Friday","No","Yes",487.96,1772.6,7,13935,10214,10502.96,11787.6
2105,215,9,"Yes","Yes","Yes","Wednesday","No","No",313.995,1302.46,4,12120,10230,10328.995,11317.46
1195,219,11,"No","Yes","Yes","Tuesday","No","No",267.785,1266.2,2,11210,10234,10282.785,11281.2
2304,207,25,"No","Yes","Yes","Wednesday","No","No",376.62,1345.41,4,12319,10222,10391.62,11360.41
3817,197,10,"Yes","No","No","Wednesday","No","No",288.465,1316.05,7,13832,10212,10303.465,11331.05
4274,210,11,"No","Yes","No","Monday","No","No",350.92,1377.59,8,14289,10225,10365.92,11392.59
712,218,14,"Yes","No","Yes","Wednesday","No","No",288.21,1169.47,1,10727,10233,10303.21,11184.47
3825,214,11,"No","Yes","Yes","Tuesday","No","No",389.845,1459.8,7,13840,10229,10404.845,11474.8
718,199,28,"No","Yes","Yes","Sunday","No","Yes",346.21,1487.28,1,10733,10214,10361.21,11502.28
2188,205,9,"No","Yes","Yes","Saturday","No","Yes",441.42,1661.77,4,12203,10220,10456.42,11676.77
812,211,11,"No","No","Yes","Sunday","No","Yes",341.46,1473.53,1,10827,10226,10356.46,11488.53
1752,208,11,"Yes","No","Yes","Monday","No","No",370.44,1169.78,3,11767,10223,10385.44,11184.78
1067,199,0,"No","Yes","Yes","Wednesday","No","No",246.955,1278.19,2,11082,10214,10261.955,11293.19
750,208,9,"No","Yes","Yes","Saturday","No","Yes",357.81,1532.94,1,10765,10223,10372.81,11547.94
2875,205,10,"Yes","Yes","Yes","Monday","No","No",434.895,1382.9,5,12890,10220,10449.895,11397.9
1925,220,40,"No","Yes","Yes","Sunday","No","Yes",373.535,1615.6,4,11940,10235,10388.535,11630.6
1969,201,18,"No","Yes","Yes","Sunday","No","Yes",498.515,1603.11,4,11984,10216,10513.515,11618.11
723,218,14,"Yes","Yes","Yes","Saturday","No","Yes",431.595,1535.52,1,10738,10233,10446.595,11550.52
1812,214,10,"No","No","Yes","Tuesday","No","No",208.17,1118.87,3,11827,10229,10223.17,11133.87
2728,199,11,"No","Yes","Yes","Monday","No","No",378.08,1272.88,5,12743,10214,10393.08,11287.88
1880,197,10,"Yes","No","Yes","Thursday","No","No",328.63,1290.42,3,11895,10212,10343.63,11305.42
3059,219,0,"Yes","Yes","Yes","Saturday","No","Yes",448.475,1599.2,6,13074,10234,10463.475,11614.2
2207,200,18,"Yes","Yes","Yes","Wednesday","No","No",321.855,1337.34,4,12222,10215,10336.855,11352.34
4073,170,13,"No","Yes","Yes","Saturday","Yes","Yes",427.805,1664.65,7,14088,10185,10442.805,11679.65
1676,219,12,"No","No","Yes","Saturday","No","Yes",349.71,1534.21,3,11691,10234,10364.71,11549.21
1114,208,11,"Yes","Yes","No","Monday","No","No",279.46,1233.18,2,11129,10223,10294.46,11248.18
1548,206,9,"No","No","No","Friday","No","Yes",260.37,1389.55,3,11563,10221,10275.37,11404.55
947,218,0,"Yes","Yes","Yes","Wednesday","No","No",291.765,1231.49,2,10962,10233,10306.765,11246.49
1853,211,10,"No","No","Yes","Sunday","No","Yes",292.955,1472.08,3,11868,10226,10307.955,11487.08
766,208,8,"Yes","Yes","Yes","Saturday","No","Yes",421.73,1549.08,1,10781,10223,10436.73,11564.08
1208,215,25,"Yes","No","Yes","Sunday","No","Yes",347.34,1494.04,2,11223,10230,10362.34,11509.04
2413,223,7,"No","No","Yes","Sunday","No","Yes",433.135,1377.47,4,12428,10238,10448.135,11392.47
2405,198,11,"No","Yes","Yes","Tuesday","No","No",369.815,1210.24,4,12420,10213,10384.815,11225.24
1368,205,8,"No","Yes","Yes","Friday","No","Yes",342.8,1521.34,2,11383,10220,10357.8,11536.34
2926,219,8,"Yes","No","Yes","Saturday","No","Yes",403.14,1545.03,5,12941,10234,10418.14,11560.03
1817,220,13,"No","Yes","Yes","Sunday","No","Yes",401.345,1610.14,3,11832,10235,10416.345,11625.14
654,203,18,"Yes","Yes","Yes","Saturday","No","Yes",466.22,1471.63,1,10669,10218,10481.22,11486.63
3885,196,14,"Yes","Yes","Yes","Saturday","No","Yes",507.065,1708.67,7,13900,10211,10522.065,11723.67
3932,164,25,"No","No","Yes","Saturday","Yes","Yes",347.44,1591.02,7,13947,10179,10362.44,11606.02
3823,218,9,"Yes","No","Yes","Sunday","No","Yes",441.805,1694.26,7,13838,10233,10456.805,11709.26
1562,212,21,"No","Yes","Yes","Friday","No","Yes",426.46,1575.43,3,11577,10227,10441.46,11590.43
1295,212,0,"No","Yes","Yes","Sunday","No","Yes",387.055,1498.76,2,11310,10227,10402.055,11513.76
2066,206,11,"Yes","Yes","Yes","Wednesday","No","No",304.61,1265.27,4,12081,10221,10319.61,11280.27
1949,220,9,"No","No","Yes","Saturday","No","Yes",363.725,1532.12,4,11964,10235,10378.725,11547.12
787,165,12,"No","Yes","Yes","Wednesday","Yes","No",294.105,1179.75,1,10802,10180,10309.105,11194.75
3903,214,11,"Yes","No","Yes","Monday","No","No",400.105,1348.48,7,13918,10229,10415.105,11363.48
2170,214,11,"No","Yes","Yes","Tuesday","No","No",357.74,1304.27,4,12185,10229,10372.74,11319.27
4132,203,27,"No","Yes","Yes","Saturday","No","Yes",529.32,1715.83,8,14147,10218,10544.32,11730.83
3911,204,7,"No","Yes","Yes","Saturday","No","Yes",450.345,1696.29,7,13926,10219,10465.345,11711.29
2153,210,12,"Yes","Yes","Yes","Tuesday","No","No",346.385,1272.5,4,12168,10225,10361.385,11287.5
2978,206,9,"No","Yes","Yes","Sunday","No","Yes",466.91,1654.49,5,12993,10221,10481.91,11669.49
1762,205,12,"No","Yes","No","Saturday","No","Yes",335.85,1491.26,3,11777,10220,10350.85,11506.26
1714,207,0,"No","Yes","Yes","Monday","No","No",320.91,1193.8,3,11729,10222,10335.91,11208.8
1211,168,13,"No","Yes","Yes","Friday","Yes","Yes",309.495,1508.5,2,11226,10183,10324.495,11523.5
807,203,11,"No","No","Yes","Wednesday","No","No",258.575,1093.67,1,10822,10218,10273.575,11108.67
4182,209,0,"Yes","Yes","Yes","Wednesday","No","No",416.32,1441.36,8,14197,10224,10431.32,11456.36
2879,196,11,"No","Yes","Yes","Friday","No","Yes",447.075,1615.88,5,12894,10211,10462.075,11630.88
2464,203,12,"Yes","No","Yes","Saturday","No","Yes",367,1646.59,4,12479,10218,10382,11661.59
1954,211,12,"No","Yes","Yes","Monday","No","No",406.6,1227.52,4,11969,10226,10421.6,11242.52
744,186,11,"No","Yes","Yes","Wednesday","No","No",319.52,1200.09,1,10759,10201,10334.52,11215.09
1117,225,7,"No","Yes","Yes","Sunday","No","Yes",405.085,1540.16,2,11132,10240,10420.085,11555.16
1049,226,0,"Yes","Yes","Yes","Friday","No","Yes",409.905,1479.2,2,11064,10241,10424.905,11494.2
1704,211,12,"No","Yes","Yes","Sunday","No","Yes",379.92,1606.27,3,11719,10226,10394.92,11621.27
2880,214,10,"No","Yes","Yes","Thursday","No","No",340.87,1301.26,5,12895,10229,10355.87,11316.26
1426,205,6,"No","Yes","Yes","Sunday","No","Yes",414.67,1579.12,3,11441,10220,10429.67,11594.12
2710,207,10,"No","Yes","Yes","Friday","No","Yes",429.93,1618.97,5,12725,10222,10444.93,11633.97
2356,209,9,"Yes","No","Yes","Monday","No","No",281.25,1229.89,4,12371,10224,10296.25,11244.89
611,206,9,"No","Yes","Yes","Tuesday","No","No",332.655,1213.03,1,10626,10221,10347.655,11228.03
2693,209,12,"Yes","Yes","No","Sunday","No","Yes",354.935,1566.38,5,12708,10224,10369.935,11581.38
2066,222,11,"No","Yes","Yes","Saturday","No","Yes",454.25,1593.24,4,12081,10237,10469.25,11608.24
4083,202,31,"No","Yes","Yes","Thursday","No","No",415.755,1393.75,7,14098,10217,10430.755,11408.75
3983,176,10,"No","Yes","Yes","Friday","Yes","Yes",394.605,1588.23,7,13998,10191,10409.605,11603.23
4063,214,11,"No","Yes","Yes","Saturday","No","Yes",459.015,1712.89,7,14078,10229,10474.015,11727.89
2493,201,12,"Yes","Yes","Yes","Friday","No","Yes",424.835,1605.37,5,12508,10216,10439.835,11620.37
3957,216,13,"No","Yes","Yes","Saturday","No","Yes",480.805,1694.59,7,13972,10231,10495.805,11709.59
3900,201,12,"No","Yes","Yes","Tuesday","No","No",417.48,1345.99,7,13915,10216,10432.48,11360.99
894,206,11,"No","Yes","Yes","Sunday","No","Yes",338.09,1498.79,2,10909,10221,10353.09,11513.79
820,212,35,"No","Yes","Yes","Tuesday","No","No",279.58,1321.92,1,10835,10227,10294.58,11336.92
1522,217,8,"No","Yes","Yes","Friday","No","Yes",323.99,1530.95,3,11537,10232,10338.99,11545.95
634,213,7,"Yes","Yes","Yes","Friday","No","Yes",426.33,1507.1,1,10649,10228,10441.33,11522.1
1721,205,30,"No","No","Yes","Tuesday","No","No",219.495,1229.35,3,11736,10220,10234.495,11244.35
2242,210,9,"No","Yes","Yes","Friday","No","Yes",389.8,1481.68,4,12257,10225,10404.8,11496.68
2813,209,14,"No","Yes","No","Friday","No","Yes",400.515,1529.02,5,12828,10224,10415.515,11544.02
2330,211,0,"Yes","Yes","Yes","Saturday","No","Yes",479.48,1606.47,4,12345,10226,10494.48,11621.47
2491,199,9,"Yes","Yes","Yes","Saturday","No","Yes",476.595,1674.59,5,12506,10214,10491.595,11689.59
523,214,9,"No","No","Yes","Saturday","No","Yes",339.045,1433.64,1,10538,10229,10354.045,11448.64
2780,224,0,"No","Yes","Yes","Friday","No","Yes",490.28,1622.73,5,12795,10239,10505.28,11637.73
2212,206,11,"Yes","Yes","Yes","Wednesday","No","No",364.83,1264.67,4,12227,10221,10379.83,11279.67
911,218,0,"No","No","Yes","Saturday","No","Yes",301.765,1460.97,2,10926,10233,10316.765,11475.97
2512,202,12,"Yes","No","Yes","Monday","No","No",319.58,1234.37,5,12527,10217,10334.58,11249.37
1223,218,12,"Yes","Yes","Yes","Friday","No","Yes",387.045,1560.73,2,11238,10233,10402.045,11575.73
770,220,8,"No","Yes","Yes","Friday","No","Yes",388.34,1550.34,1,10785,10235,10403.34,11565.34
1010,204,8,"No","No","Yes","Saturday","No","Yes",378.04,1509.9,2,11025,10219,10393.04,11524.9
1211,196,27,"No","Yes","Yes","Saturday","No","Yes",409.235,1450.49,2,11226,10211,10424.235,11465.49
1824,199,11,"Yes","Yes","Yes","Saturday","No","Yes",451.14,1577.47,3,11839,10214,10466.14,11592.47
1990,207,8,"No","Yes","Yes","Wednesday","No","No",325.55,1266.03,4,12005,10222,10340.55,11281.03
628,204,9,"No","Yes","Yes","Saturday","No","Yes",470.43,1458.03,1,10643,10219,10485.43,11473.03
2387,158,20,"No","Yes","Yes","Sunday","Yes","Yes",328.305,1563.44,4,12402,10173,10343.305,11578.44
1569,160,9,"Yes","Yes","Yes","Tuesday","Yes","No",270.005,1218.19,3,11584,10175,10285.005,11233.19
1377,202,8,"No","Yes","Yes","Sunday","No","Yes",415.685,1494.53,3,11392,10217,10430.685,11509.53
2000,209,10,"No","Yes","Yes","Saturday","No","Yes",431.66,1508.35,4,12015,10224,10446.66,11523.35
1205,204,18,"No","Yes","Yes","Wednesday","No","No",318.785,1176.81,2,11220,10219,10333.785,11191.81
2172,224,10,"Yes","Yes","Yes","Tuesday","No","No",369.45,1432.13,4,12187,10239,10384.45,11447.13
1520,225,7,"Yes","No","Yes","Sunday","No","Yes",386.53,1561.46,3,11535,10240,10401.53,11576.46
1161,201,9,"No","Yes","Yes","Monday","No","No",294.715,1238.31,2,11176,10216,10309.715,11253.31
2542,216,0,"No","No","Yes","Friday","No","Yes",357.79,1508.59,5,12557,10231,10372.79,11523.59
3511,206,12,"No","Yes","No","Sunday","No","Yes",371.555,1601.24,6,13526,10221,10386.555,11616.24
2648,195,6,"No","Yes","Yes","Sunday","No","Yes",401.81,1640.92,5,12663,10210,10416.81,11655.92
740,220,9,"No","Yes","Yes","Wednesday","No","No",276.13,1230.65,1,10755,10235,10291.13,11245.65
2355,210,11,"No","Yes","Yes","Sunday","No","Yes",476.425,1618.84,4,12370,10225,10491.425,11633.84
1925,200,11,"Yes","Yes","Yes","Friday","No","Yes",446.005,1570.56,4,11940,10215,10461.005,11585.56
690,212,11,"Yes","Yes","Yes","Sunday","No","Yes",399.27,1547.78,1,10705,10227,10414.27,11562.78
3165,203,10,"No","Yes","Yes","Wednesday","No","No",382.135,1350.82,6,13180,10218,10397.135,11365.82
3866,194,9,"No","Yes","Yes","Saturday","No","Yes",528.28,1645.48,7,13881,10209,10543.28,11660.48
1923,206,11,"No","No","Yes","Thursday","No","No",261.135,1172.35,3,11938,10221,10276.135,11187.35
756,227,10,"No","No","Yes","Wednesday","No","No",217.47,1082.91,1,10771,10242,10232.47,11097.91
2417,170,10,"No","Yes","Yes","Friday","Yes","Yes",405.915,1488.68,4,12432,10185,10420.915,11503.68
1021,216,24,"No","Yes","Yes","Tuesday","No","No",244.415,1209.02,2,11036,10231,10259.415,11224.02
2530,212,9,"No","Yes","Yes","Thursday","No","No",350.71,1309.2,5,12545,10227,10365.71,11324.2
2098,214,11,"Yes","Yes","Yes","Sunday","No","Yes",460.39,1652.91,4,12113,10229,10475.39,11667.91
1169,216,0,"No","No","No","Thursday","No","No",141.065,1123.94,2,11184,10231,10156.065,11138.94
2112,208,8,"No","Yes","Yes","Saturday","No","Yes",446.48,1594.62,4,12127,10223,10461.48,11609.62
2419,210,11,"No","No","Yes","Tuesday","No","No",315.885,1224.65,4,12434,10225,10330.885,11239.65
654,207,11,"Yes","Yes","Yes","Thursday","No","No",305.48,1207.87,1,10669,10222,10320.48,11222.87
1671,203,10,"No","No","Yes","Sunday","No","Yes",321.425,1476.92,3,11686,10218,10336.425,11491.92
2445,209,7,"Yes","Yes","Yes","Wednesday","No","No",417.345,1324.12,4,12460,10224,10432.345,11339.12
2236,228,12,"No","Yes","Yes","Friday","No","Yes",479.67,1611.4,4,12251,10243,10494.67,11626.4
2089,207,10,"No","No","Yes","Saturday","No","Yes",328.455,1561.89,4,12104,10222,10343.455,11576.89
2124,206,10,"No","No","Yes","Monday","No","No",279.47,1176.71,4,12139,10221,10294.47,11191.71
2047,213,13,"No","No","Yes","Tuesday","No","No",263.565,1213.4,4,12062,10228,10278.565,11228.4
2253,206,10,"Yes","Yes","Yes","Saturday","No","Yes",472.165,1573.97,4,12268,10221,10487.165,11588.97
2117,214,12,"No","Yes","Yes","Saturday","No","Yes",422.635,1615.94,4,12132,10229,10437.635,11630.94
2477,149,8,"No","Yes","Yes","Tuesday","Yes","No",272.135,1282.7,5,12492,10164,10287.135,11297.7
940,206,22,"Yes","Yes","Yes","Friday","No","Yes",415.05,1545,2,10955,10221,10430.05,11560
1895,206,15,"Yes","No","Yes","Saturday","No","Yes",375.085,1557,3,11910,10221,10390.085,11572
4100,204,11,"No","No","Yes","Wednesday","No","No",354.3,1336.19,7,14115,10219,10369.3,11351.19
1726,207,26,"Yes","Yes","Yes","Saturday","No","Yes",437.52,1624.8,3,11741,10222,10452.52,11639.8
1722,204,9,"Yes","Yes","Yes","Sunday","No","Yes",433.34,1606.59,3,11737,10219,10448.34,11621.59
2196,226,7,"No","Yes","Yes","Friday","No","Yes",417.77,1567.04,4,12211,10241,10432.77,11582.04
3732,220,6,"Yes","Yes","No","Sunday","No","Yes",438.15,1603.56,7,13747,10235,10453.15,11618.56
2587,210,9,"No","Yes","Yes","Tuesday","No","No",321.045,1329.48,5,12602,10225,10336.045,11344.48
1668,209,9,"Yes","Yes","Yes","Friday","No","Yes",448.86,1613.69,3,11683,10224,10463.86,11628.69
2070,195,12,"Yes","Yes","No","Friday","No","Yes",375.83,1504.05,4,12085,10210,10390.83,11519.05
2733,216,9,"No","Yes","Yes","Wednesday","No","No",313.785,1382.84,5,12748,10231,10328.785,11397.84
1752,206,26,"Yes","Yes","Yes","Sunday","No","Yes",473.73,1569.5,3,11767,10221,10488.73,11584.5
880,170,9,"No","Yes","Yes","Thursday","Yes","No",250.59,1228.94,2,10895,10185,10265.59,11243.94
2624,210,10,"Yes","Yes","Yes","Sunday","No","Yes",441.59,1610.8,5,12639,10225,10456.59,11625.8
3888,214,11,"No","No","Yes","Friday","No","Yes",338.88,1597.75,7,13903,10229,10353.88,11612.75
4328,201,14,"No","Yes","No","Tuesday","No","No",299.07,1300.86,8,14343,10216,10314.07,11315.86
4409,209,7,"No","Yes","Yes","Saturday","No","Yes",508.935,1776.39,8,14424,10224,10523.935,11791.39
1800,207,9,"No","Yes","Yes","Friday","No","Yes",470.12,1518.55,3,11815,10222,10485.12,11533.55
3225,211,12,"No","Yes","Yes","Friday","No","Yes",385.795,1550.71,6,13240,10226,10400.795,11565.71
2912,209,8,"Yes","No","Yes","Friday","No","Yes",437.85,1533.57,5,12927,10224,10452.85,11548.57
2417,146,29,"No","Yes","Yes","Sunday","Yes","Yes",332.335,1588.25,4,12432,10161,10347.335,11603.25
1587,222,11,"No","No","Yes","Wednesday","No","No",295.675,1242.18,3,11602,10237,10310.675,11257.18
1888,217,29,"No","No","No","Monday","No","No",155.33,1152.7,3,11903,10232,10170.33,11167.7
619,215,10,"No","Yes","No","Friday","No","Yes",310.175,1456.92,1,10634,10230,10325.175,11471.92
2194,213,0,"No","Yes","Yes","Sunday","No","Yes",397.03,1607.7,4,12209,10228,10412.03,11622.7
2216,211,19,"Yes","Yes","Yes","Saturday","No","Yes",436.73,1610.56,4,12231,10226,10451.73,11625.56
855,216,11,"No","Yes","Yes","Sunday","No","Yes",391.475,1512.46,2,10870,10231,10406.475,11527.46
2498,211,30,"No","Yes","Yes","Monday","No","No",280.23,1312.66,5,12513,10226,10295.23,11327.66
2183,212,9,"Yes","Yes","Yes","Saturday","No","Yes",525.615,1652.76,4,12198,10227,10540.615,11667.76
2718,220,11,"Yes","Yes","Yes","Tuesday","No","No",392.49,1304.42,5,12733,10235,10407.49,11319.42
656,208,0,"No","No","Yes","Friday","No","Yes",316.06,1428.82,1,10671,10223,10331.06,11443.82
2711,219,8,"Yes","Yes","Yes","Sunday","No","Yes",485.465,1725.53,5,12726,10234,10500.465,11740.53
2055,210,10,"Yes","Yes","Yes","Sunday","No","Yes",430.555,1610.94,4,12070,10225,10445.555,11625.94
720,213,10,"Yes","Yes","Yes","Sunday","No","Yes",441.16,1533.89,1,10735,10228,10456.16,11548.89
1498,214,23,"Yes","Yes","Yes","Sunday","No","Yes",414.54,1582.68,3,11513,10229,10429.54,11597.68
749,200,10,"No","Yes","Yes","Saturday","No","Yes",359.585,1474.84,1,10764,10215,10374.585,11489.84
1848,189,24,"No","Yes","Yes","Thursday","No","No",349.96,1228.2,3,11863,10204,10364.96,11243.2
889,207,13,"No","Yes","Yes","Saturday","No","Yes",349.825,1553.4,2,10904,10222,10364.825,11568.4
2009,225,12,"Yes","Yes","No","Sunday","No","Yes",342.215,1445.08,4,12024,10240,10357.215,11460.08
1630,154,22,"No","Yes","Yes","Monday","Yes","No",256.27,1235.33,3,11645,10169,10271.27,11250.33
2481,216,0,"No","Yes","Yes","Friday","No","Yes",424.245,1661.28,5,12496,10231,10439.245,11676.28
1092,215,23,"No","No","Yes","Sunday","No","Yes",312.43,1525.06,2,11107,10230,10327.43,11540.06
783,207,16,"No","Yes","Yes","Tuesday","No","No",316.865,1240.38,1,10798,10222,10331.865,11255.38
3903,200,9,"No","Yes","Yes","Friday","No","Yes",443.225,1663.99,7,13918,10215,10458.225,11678.99
768,205,10,"Yes","No","Yes","Saturday","No","Yes",365.48,1471.66,1,10783,10220,10380.48,11486.66
1934,213,11,"No","Yes","Yes","Tuesday","No","No",338.88,1280.9,4,11949,10228,10353.88,11295.9
3159,198,12,"No","Yes","Yes","Wednesday","No","No",364.925,1260,6,13174,10213,10379.925,11275
872,205,13,"Yes","Yes","Yes","Tuesday","No","No",359.8,1172.66,2,10887,10220,10374.8,11187.66
879,213,12,"Yes","Yes","Yes","Friday","No","Yes",411.385,1490.58,2,10894,10228,10426.385,11505.58
2255,207,8,"No","Yes","Yes","Friday","No","Yes",458.505,1538.81,4,12270,10222,10473.505,11553.81
2556,202,26,"Yes","Yes","Yes","Monday","No","No",366.34,1357.8,5,12571,10217,10381.34,11372.8
2328,209,12,"No","Yes","Yes","Friday","No","Yes",430.51,1643.55,4,12343,10224,10445.51,11658.55
2011,215,10,"No","Yes","Yes","Friday","No","Yes",447.675,1530.91,4,12026,10230,10462.675,11545.91
3977,221,13,"No","No","Yes","Sunday","No","Yes",406.985,1630.4,7,13992,10236,10421.985,11645.4
601,191,12,"No","Yes","Yes","Wednesday","No","No",352.075,1237.58,1,10616,10206,10367.075,11252.58
692,212,0,"Yes","Yes","Yes","Friday","No","Yes",446.28,1518.49,1,10707,10227,10461.28,11533.49
