miles,passengers,delay,inflight_meal,inflight_entertainment,inflight_wifi,day_of_week,redeye,weekend,coach_price,firstclass_price,hours
2148,225,8,No,No,Yes,Saturday,No,Yes,305.26,1619.54,4
3870,219,10,Yes,No,Yes,Friday,No,Yes,467.65,1625.91,7
2028,219,9,Yes,No,Yes,Saturday,No,Yes,374.5,1528.73,4
993,211,12,No,Yes,Yes,Friday,No,Yes,414.775,1502.99,2
4078,216,9,No,Yes,Yes,Thursday,No,No,435.59,1338.72,7
642,197,8,No,Yes,Yes,Saturday,No,Yes,385.92,1462.72,1
1962,210,10,No,Yes,Yes,Wednesday,No,No,388.15,1336.32,4
1259,207,13,No,Yes,No,Sunday,No,Yes,347.195,1491.97,2
4095,210,9,No,Yes,Yes,Saturday,No,Yes,520.335,1704.43,7
2565,224,12,No,No,Yes,Friday,No,Yes,393.865,1485.6,5
2037,208,10,No,Yes,Yes,Wednesday,No,No,373.325,1309.14,4
1411,207,10,No,Yes,Yes,Saturday,No,Yes,471.125,1498.27,3
4078,206,12,Yes,Yes,Yes,Monday,No,No,411.69,1393.54,7
1980,199,12,No,Yes,Yes,Wednesday,No,No,374.92,1259.72,4
1564,211,12,Yes,Yes,Yes,Wednesday,No,No,360.81,1269.89,3
2829,209,10,Yes,Yes,Yes,Monday,No,No,405.965,1390.01,5
641,207,11,Yes,Yes,Yes,Tuesday,No,No,327.735,1247.08,1
2418,213,10,Yes,Yes,Yes,Thursday,No,No,308,1364.02,4
826,209,12,Yes,Yes,Yes,Tuesday,No,No,377.13,1227.97,2
2900,209,8,Yes,Yes,Yes,Saturday,No,Yes,428.04,1649.61,5
1863,217,9,No,Yes,No,Thursday,No,No,255.115,1128.94,3
2718,193,8,No,Yes,Yes,Friday,No,Yes,395.86,1621.39,5
3200,163,13,No,No,Yes,Sunday,Yes,Yes,298.9,1466.92,6
2393,210,11,No,Yes,Yes,Sunday,No,Yes,407.565,1582.4,4
851,207,10,No,Yes,Yes,Thursday,No,No,316.025,1220.77,2
710,225,11,No,Yes,Yes,Friday,No,Yes,370.87,1528.98,1
3987,209,7,No,Yes,Yes,Wednesday,No,No,385.395,1303.02,7
2476,200,12,No,Yes,Yes,Tuesday,No,No,380.55,1292.65,5
3026,202,11,No,Yes,Yes,Friday,No,Yes,451,1610.17,6
595,219,12,Yes,Yes,Yes,Sunday,No,Yes,403.005,1561.25,1
2145,213,10,No,No,Yes,Saturday,No,Yes,357.695,1528.37,4
2012,208,7,No,No,Yes,Wednesday,No,No,291.78,1203.64,4
768,216,14,Yes,Yes,Yes,Wednesday,No,No,370.9,1181.2,1
797,165,13,No,Yes,Yes,Saturday,Yes,Yes,317.835,1503.73,1
3804,219,12,Yes,Yes,Yes,Sunday,No,Yes,473.27,1775.4,7
1722,206,8,No,No,Yes,Monday,No,No,293.61,1238.53,3
538,235,13,Yes,No,Yes,Tuesday,No,No,288.14,1225.3,1
1467,203,10,No,Yes,Yes,Saturday,No,Yes,428.555,1537.43,3
2320,213,11,No,No,Yes,Monday,No,No,290.19,1240.62,4
907,207,12,No,Yes,Yes,Monday,No,No,307.925,1211.51,2
2623,205,10,No,Yes,Yes,Sunday,No,Yes,407.015,1548.61,5
900,200,8,No,Yes,Yes,Saturday,No,Yes,400.09,1562.97,2
2571,227,14,No,No,Yes,Friday,No,Yes,426.295,1500.3,5
2654,204,11,Yes,Yes,Yes,Thursday,No,No,333.45,1280.75,5
1653,207,13,No,Yes,Yes,Saturday,No,Yes,450.975,1498.02,3
1733,211,12,No,Yes,Yes,Monday,No,No,311.695,1211.6,3
4116,204,8,No,Yes,Yes,Friday,No,Yes,451.24,1719.98,7
2511,166,9,No,Yes,Yes,Sunday,Yes,Yes,372.955,1605.63,5
1545,209,13,Yes,Yes,Yes,Friday,No,Yes,381.375,1603.45,3
3020,223,8,No,Yes,Yes,Saturday,No,Yes,507.86,1607.04,5
1745,195,8,No,Yes,No,Saturday,No,Yes,342.825,1560.74,3
769,199,8,Yes,No,Yes,Wednesday,No,No,303.525,1148.01,1
1642,162,10,No,Yes,Yes,Saturday,Yes,Yes,356.62,1578.63,3
2142,215,11,No,Yes,Yes,Monday,No,No,356.57,1243.92,4
2489,169,14,No,Yes,Yes,Sunday,Yes,Yes,331.635,1558.4,5
2867,209,11,No,Yes,No,Saturday,No,Yes,419.955,1529.38,5
2076,215,10,Yes,Yes,No,Wednesday,No,No,300.01,1265.83,4
3766,204,11,No,Yes,Yes,Friday,No,Yes,419.24,1576.64,7
2664,201,13,No,Yes,No,Sunday,No,Yes,346.45,1569.49,5
2030,217,12,No,Yes,No,Friday,No,Yes,363.29,1465.04,4
774,206,10,No,Yes,Yes,Friday,No,Yes,374.55,1465.49,1
2610,202,8,No,Yes,Yes,Friday,No,Yes,452.51,1556.63,5
675,195,11,No,Yes,Yes,Friday,No,Yes,426.845,1490.07,1
2495,220,8,No,Yes,Yes,Saturday,No,Yes,400.515,1506.72,5
1556,204,14,No,Yes,Yes,Wednesday,No,No,275.35,1251.38,3
914,170,10,No,Yes,Yes,Friday,Yes,Yes,336.73,1537.18,2
887,206,8,Yes,Yes,Yes,Saturday,No,Yes,413.065,1511.2,2
1802,210,14,No,Yes,No,Saturday,No,Yes,338.96,1468.95,3
3811,209,8,No,Yes,Yes,Saturday,No,Yes,433.475,1724.29,7
2267,212,11,No,Yes,Yes,Monday,No,No,332.145,1229.56,4
1793,209,11,No,Yes,Yes,Sunday,No,Yes,418.245,1620.13,3
2466,205,7,No,Yes,Yes,Friday,No,Yes,446.27,1675.83,4
781,209,10,No,Yes,Yes,Saturday,No,Yes,378.165,1486.47,1
2202,203,8,No,Yes,Yes,Friday,No,Yes,437.77,1574.9,4
870,209,6,No,Yes,Yes,Saturday,No,Yes,461.09,1500.4,2
837,225,13,No,Yes,Yes,Wednesday,No,No,307.985,1196.31,2
2587,202,13,Yes,Yes,Yes,Friday,No,Yes,482.275,1603.41,5
2530,205,11,No,Yes,Yes,Friday,No,Yes,424.88,1721.32,5
1640,164,12,Yes,Yes,Yes,Tuesday,Yes,No,327.37,1161.87,3
380,208,7,Yes,Yes,No,Friday,No,Yes,352.98,1496.89,1
2407,214,15,No,No,Yes,Wednesday,No,No,276.265,1254.76,4
746,211,11,No,Yes,No,Monday,No,No,243.73,1131.24,1
1975,202,10,No,Yes,Yes,Saturday,No,Yes,433.525,1504.62,4
2249,201,12,Yes,Yes,Yes,Sunday,No,Yes,462.995,1634.57,4
2376,204,11,No,Yes,Yes,Monday,No,No,372.01,1209.32,4
2505,209,9,No,No,Yes,Sunday,No,Yes,383.355,1577.71,5
2093,215,8,No,Yes,Yes,Monday,No,No,298.175,1327.25,4
2513,216,13,No,Yes,Yes,Friday,No,Yes,461.435,1717.58,5
915,214,12,No,Yes,Yes,Saturday,No,Yes,404.895,1472.69,2
2322,211,11,No,No,Yes,Friday,No,Yes,329.18,1463.21,4
879,217,8,No,Yes,Yes,Monday,No,No,283.605,1232.76,2
3566,219,10,No,Yes,Yes,Friday,No,Yes,447.51,1695.38,6
2449,212,14,No,Yes,Yes,Friday,No,Yes,411.855,1695.03,4
4129,209,7,No,No,Yes,Thursday,No,No,326.635,1292.81,8
2825,205,12,Yes,No,Yes,Tuesday,No,No,248.545,1331.44,5
1599,219,12,No,Yes,Yes,Thursday,No,No,336.165,1261.65,3
1649,216,8,No,Yes,Yes,Sunday,No,Yes,484.445,1627.44,3
3902,201,12,Yes,Yes,Yes,Saturday,No,Yes,528.82,1721.64,7
4484,216,13,Yes,Yes,Yes,Saturday,No,Yes,509.87,1729.92,8
2099,207,7,Yes,Yes,Yes,Wednesday,No,No,379.425,1293.46,4
2677,148,9,No,Yes,Yes,Friday,Yes,Yes,384.265,1543.92,5
1782,220,8,No,Yes,Yes,Saturday,No,Yes,356.87,1550,3
2465,222,15,No,Yes,Yes,Tuesday,No,No,366.795,1206.57,4
1528,191,9,No,Yes,Yes,Saturday,No,Yes,420.86,1593.23,3
1759,155,10,No,Yes,Yes,Sunday,Yes,Yes,315.725,1503.71,3
1027,215,10,No,Yes,Yes,Thursday,No,No,324.155,1221.28,2
1649,214,9,No,Yes,Yes,Monday,No,No,261.365,1297.88,3
2867,208,14,Yes,Yes,Yes,Wednesday,No,No,388.515,1331.77,5
1504,206,11,No,Yes,Yes,Friday,No,Yes,402.28,1564.62,3
2108,204,11,No,No,Yes,Thursday,No,No,312.95,1246.24,4
1042,208,6,No,Yes,Yes,Friday,No,Yes,393.84,1492.95,2
2179,200,10,No,Yes,Yes,Saturday,No,Yes,453.125,1575.21,4
3719,227,9,No,Yes,Yes,Saturday,No,Yes,489.365,1665.07,7
3880,203,11,No,Yes,Yes,Sunday,No,Yes,451.4,1640.43,7
2501,203,9,Yes,Yes,Yes,Saturday,No,Yes,485.655,1591.47,5
1367,208,8,Yes,No,Yes,Sunday,No,Yes,298.905,1467.51,2
1929,212,9,No,No,Yes,Sunday,No,Yes,337.875,1497.15,4
1447,215,11,No,Yes,Yes,Friday,No,Yes,385.545,1523.08,3
780,156,10,No,No,No,Tuesday,Yes,No,109.18,1060.78,1
2300,223,9,Yes,Yes,Yes,Saturday,No,Yes,453.11,1684.88,4
905,215,10,No,Yes,Yes,Sunday,No,Yes,374.275,1519.16,2
2202,214,14,Yes,Yes,Yes,Saturday,No,Yes,400.22,1588.24,4
1556,211,10,No,Yes,Yes,Saturday,No,Yes,448.2,1500.62,3
3857,212,10,No,Yes,Yes,Tuesday,No,No,370.965,1342.93,7
1746,212,12,Yes,Yes,No,Friday,No,Yes,356.34,1531.81,3
2315,203,10,Yes,Yes,Yes,Thursday,No,No,351.755,1344.26,4
2207,156,8,No,Yes,Yes,Thursday,Yes,No,259.455,1238.59,4
2505,208,9,No,Yes,Yes,Sunday,No,Yes,464.835,1556.91,5
1127,201,14,No,Yes,Yes,Friday,No,Yes,392.085,1464.19,2
516,169,10,No,Yes,Yes,Saturday,Yes,Yes,318.51,1500.03,1
2934,207,10,No,No,Yes,Saturday,No,Yes,416.05,1574.76,5
2150,209,11,No,Yes,Yes,Saturday,No,Yes,442.58,1560.38,4
1804,211,7,No,Yes,Yes,Monday,No,No,334.49,1252.24,3
1439,224,9,No,Yes,Yes,Sunday,No,Yes,428.155,1585.42,3
3838,208,9,No,Yes,Yes,Tuesday,No,No,349.07,1344.4,7
4272,210,12,Yes,Yes,Yes,Monday,No,No,393.19,1392.58,8
2015,208,9,No,Yes,Yes,Friday,No,Yes,428.425,1660.9,4
2285,198,10,No,No,Yes,Saturday,No,Yes,373.985,1556.31,4
1778,212,11,No,Yes,Yes,Saturday,No,Yes,430.64,1612.83,3
2295,164,10,No,Yes,Yes,Friday,Yes,Yes,357.025,1650.54,4
2024,212,8,No,Yes,Yes,Tuesday,No,No,342.78,1281.79,4
1384,195,9,No,Yes,Yes,Sunday,No,Yes,427.84,1529.46,3
1306,211,6,No,Yes,No,Saturday,No,Yes,350.19,1494.23,2
702,215,8,No,Yes,Yes,Sunday,No,Yes,380.29,1431.38,1
552,206,11,No,No,Yes,Monday,No,No,214.44,1088.59,1
2503,214,8,No,No,Yes,Sunday,No,Yes,351.145,1585.57,5
578,219,8,Yes,Yes,No,Monday,No,No,307.6,1073.53,1
2120,153,11,No,Yes,Yes,Wednesday,Yes,No,288.79,1262.8,4
2447,207,10,No,Yes,Yes,Friday,No,Yes,419.405,1601.17,4
2626,213,8,Yes,No,Yes,Sunday,No,Yes,353.1,1503.83,5
711,166,11,Yes,Yes,Yes,Saturday,Yes,Yes,381.575,1472.78,1
2321,213,11,No,Yes,Yes,Wednesday,No,No,290.905,1236.39,4
2687,220,10,No,Yes,Yes,Saturday,No,Yes,386.665,1615.32,5
2028,158,12,Yes,Yes,Yes,Friday,Yes,Yes,390.65,1602.67,4
4110,217,9,No,Yes,No,Thursday,No,No,306.55,1289.51,7
1958,219,9,Yes,No,Yes,Saturday,No,Yes,415.97,1553.64,4
1745,216,11,No,Yes,Yes,Friday,No,Yes,392.845,1490.54,3
2301,211,12,Yes,Yes,Yes,Saturday,No,Yes,496.375,1578.5,4
1856,213,12,No,Yes,Yes,Sunday,No,Yes,369.15,1544.35,3
2368,193,8,Yes,Yes,Yes,Saturday,No,Yes,522.39,1652.59,4
2078,159,9,No,Yes,Yes,Saturday,Yes,Yes,350.33,1515.29,4
4274,205,9,Yes,No,Yes,Sunday,No,Yes,401.71,1677.41,8
2860,157,13,Yes,No,Yes,Sunday,Yes,Yes,296.36,1482.68,5
2164,213,7,No,No,Yes,Friday,No,Yes,399.91,1511.05,4
2383,207,7,No,Yes,Yes,Monday,No,No,366.755,1309.56,4
931,207,7,No,Yes,Yes,Saturday,No,Yes,403.965,1540.31,2
770,208,12,No,Yes,Yes,Sunday,No,Yes,381.53,1457.22,1
2058,210,9,Yes,Yes,Yes,Thursday,No,No,381.7,1354.51,4
2796,225,10,No,No,No,Saturday,No,Yes,335.29,1508,5
3960,211,13,No,Yes,Yes,Thursday,No,No,434.74,1339.69,7
736,229,7,No,Yes,Yes,Thursday,No,No,307.99,1192.43,1
550,210,10,Yes,Yes,Yes,Friday,No,Yes,447.78,1490.56,1
2328,198,10,Yes,Yes,Yes,Sunday,No,Yes,463.97,1593.33,4
1714,210,9,No,No,Yes,Saturday,No,Yes,328.08,1492.17,3
1732,205,10,Yes,Yes,Yes,Friday,No,Yes,426.08,1609.85,3
786,212,7,No,Yes,Yes,Saturday,No,Yes,401.85,1535.49,1
1996,162,10,No,Yes,Yes,Saturday,Yes,Yes,350.86,1547.08,4
346,202,10,No,Yes,Yes,Friday,No,Yes,381.09,1471.73,1
1956,208,9,No,Yes,Yes,Friday,No,Yes,439.53,1640.85,4
2835,209,10,Yes,Yes,Yes,Thursday,No,No,433.385,1357.06,5
2179,222,9,No,No,Yes,Sunday,No,Yes,342.925,1503.84,4
2089,214,13,No,Yes,Yes,Friday,No,Yes,404.625,1611.46,4
1834,218,8,Yes,No,Yes,Sunday,No,Yes,376.02,1524.13,3
865,209,13,No,Yes,Yes,Wednesday,No,No,263.425,1240.33,2
2449,215,11,No,Yes,Yes,Saturday,No,Yes,452.615,1638.41,4
2128,205,9,No,Yes,Yes,Monday,No,No,356.84,1324.73,4
681,212,14,No,Yes,Yes,Sunday,No,Yes,430.355,1559.42,1
1782,204,11,No,Yes,Yes,Sunday,No,Yes,424.58,1523.89,3
2302,205,12,No,No,Yes,Friday,No,Yes,416.74,1508.48,4
2155,222,10,No,Yes,Yes,Tuesday,No,No,346.975,1266.65,4
1147,200,13,Yes,Yes,Yes,Tuesday,No,No,368.245,1234.93,2
1169,213,6,No,Yes,Yes,Monday,No,No,334.835,1205.41,2
3756,213,13,No,Yes,Yes,Thursday,No,No,389.83,1357.42,7
2624,201,14,No,No,Yes,Monday,No,No,292.77,1210.05,5
1534,212,8,No,Yes,No,Monday,No,No,253.64,1079.69,3
825,164,10,No,Yes,Yes,Sunday,Yes,Yes,313.105,1503.19,2
963,207,9,Yes,Yes,No,Friday,No,Yes,309.125,1467.82,2
4243,231,7,No,Yes,Yes,Friday,No,Yes,515.415,1757.91,8
2407,211,8,Yes,No,Yes,Sunday,No,Yes,388.295,1479.34,4
1996,220,12,No,No,No,Saturday,No,Yes,294.89,1431.13,4
1868,213,7,No,Yes,Yes,Saturday,No,Yes,422.62,1508.57,3
3958,215,14,No,Yes,Yes,Thursday,No,No,453.55,1376.17,7
2169,222,12,No,Yes,Yes,Saturday,No,Yes,432.165,1625.59,4
1644,212,10,No,Yes,Yes,Saturday,No,Yes,369.84,1593.05,3
1945,211,10,Yes,No,Yes,Wednesday,No,No,249.075,1172.12,4
1519,219,11,No,Yes,Yes,Sunday,No,Yes,428.145,1576.89,3
2782,214,9,No,No,Yes,Thursday,No,No,327.13,1164.75,5
2471,217,12,No,No,Yes,Sunday,No,Yes,339.335,1465.63,4
2104,216,12,Yes,Yes,Yes,Wednesday,No,No,348.39,1255.9,4
2157,211,9,Yes,Yes,Yes,Tuesday,No,No,359.665,1320.8,4
1800,209,10,No,Yes,Yes,Friday,No,Yes,392.66,1532.51,3
1755,224,11,No,Yes,No,Saturday,No,Yes,319.115,1454.92,3
2447,213,10,No,Yes,Yes,Sunday,No,Yes,384.945,1549.43,4
920,217,14,No,No,Yes,Sunday,No,Yes,277.05,1428.41,2
2621,212,9,No,Yes,Yes,Thursday,No,No,348.025,1326.41,5
1920,219,8,No,Yes,Yes,Friday,No,Yes,443.74,1580.9,3
2184,214,12,No,No,Yes,Friday,No,Yes,300.68,1574.54,4
4114,217,8,No,No,Yes,Friday,No,Yes,377.34,1603.93,7
712,211,11,Yes,Yes,Yes,Thursday,No,No,313.34,1187.57,1
1748,206,11,Yes,No,Yes,Saturday,No,Yes,389.63,1450.06,3
3762,227,11,No,Yes,Yes,Tuesday,No,No,315.83,1339.82,7
2249,211,11,Yes,Yes,Yes,Saturday,No,Yes,414.785,1482.56,4
4243,164,11,No,No,Yes,Sunday,Yes,Yes,380.325,1609.71,8
674,159,11,No,Yes,Yes,Saturday,Yes,Yes,323.17,1547.54,1
1517,204,9,No,Yes,Yes,Sunday,No,Yes,419.205,1539.74,3
633,221,9,No,Yes,Yes,Saturday,No,Yes,364.915,1555.56,1
734,202,11,Yes,Yes,Yes,Sunday,No,Yes,419.37,1565.81,1
2055,204,12,Yes,No,Yes,Saturday,No,Yes,401.965,1499.34,4
1051,209,5,Yes,Yes,Yes,Saturday,No,Yes,406.885,1548.91,2
1542,207,11,No,No,Yes,Thursday,No,No,301.75,1165.32,3
2310,216,11,Yes,Yes,Yes,Saturday,No,Yes,449.94,1526.13,4
2484,208,10,No,Yes,Yes,Tuesday,No,No,377.93,1323.6,5
660,214,7,Yes,Yes,Yes,Sunday,No,Yes,414.57,1548.2,1
2123,199,9,No,Yes,Yes,Wednesday,No,No,339.375,1292.02,4
2121,207,11,No,No,Yes,Saturday,No,Yes,369.495,1499.22,4
2135,211,8,No,Yes,Yes,Sunday,No,Yes,401.965,1554.69,4
3740,221,8,No,Yes,Yes,Saturday,No,Yes,462.27,1676.34,7
1781,222,8,Yes,Yes,No,Monday,No,No,323.605,1235.68,3
1668,209,9,Yes,No,Yes,Friday,No,Yes,412.16,1517.78,3
756,222,13,No,Yes,Yes,Saturday,No,Yes,399.04,1715.63,1
831,207,12,No,Yes,Yes,Saturday,No,Yes,364.535,1609.21,2
1528,209,9,No,Yes,Yes,Tuesday,No,No,341.03,1259.6,3
3490,155,8,No,Yes,Yes,Tuesday,Yes,No,259.67,1282.22,6
710,216,9,No,Yes,Yes,Tuesday,No,No,293.77,1156.56,1
2411,218,13,No,Yes,Yes,Tuesday,No,No,343.905,1324.9,4
1550,203,10,No,Yes,Yes,Saturday,No,Yes,427.36,1487.33,3
1723,218,9,No,Yes,Yes,Tuesday,No,No,289.645,1275.01,3
2693,216,9,Yes,No,Yes,Tuesday,No,No,315.055,1316.76,5
2412,216,11,No,Yes,Yes,Sunday,No,Yes,438.48,1634.53,4
771,206,8,No,Yes,Yes,Saturday,No,Yes,433.285,1481.08,1
875,206,10,Yes,Yes,Yes,Sunday,No,Yes,443.705,1640.4,2
621,200,10,No,Yes,Yes,Friday,No,Yes,357.465,1460.34,1
795,197,9,No,Yes,Yes,Saturday,No,Yes,391.695,1521.92,1
2298,208,11,No,Yes,Yes,Friday,No,Yes,425.91,1587.23,4
978,175,12,Yes,Yes,No,Sunday,Yes,Yes,240.74,1505.42,2
768,207,11,No,Yes,Yes,Sunday,No,Yes,421.67,1517.07,1
2198,216,8,No,Yes,Yes,Sunday,No,Yes,408.81,1513,4
1000,205,13,Yes,Yes,Yes,Wednesday,No,No,335,1273.83,2
4025,215,11,No,Yes,Yes,Saturday,No,Yes,524.155,1654.75,7
2221,222,10,No,Yes,Yes,Saturday,No,Yes,408.165,1640.92,4
1578,215,9,Yes,Yes,Yes,Saturday,No,Yes,371.9,1631.5,3
718,204,10,Yes,Yes,Yes,Friday,No,Yes,381.22,1522.58,1
1207,220,10,No,Yes,Yes,Monday,No,No,298.305,1350.05,2
2162,208,11,No,Yes,Yes,Sunday,No,Yes,420.54,1557.27,4
1977,201,8,Yes,Yes,Yes,Sunday,No,Yes,444.455,1659.55,4
1989,217,8,No,No,Yes,Sunday,No,Yes,360.035,1436.57,4
2492,212,8,No,No,Yes,Friday,No,Yes,340.62,1542.06,5
878,208,12,No,Yes,Yes,Sunday,No,Yes,386.79,1506.3,2
2033,217,10,Yes,No,Yes,Wednesday,No,No,281.985,1266.23,4
1027,224,8,Yes,No,Yes,Friday,No,Yes,310.285,1482.21,2
2000,215,8,No,Yes,Yes,Thursday,No,No,357.66,1294.37,4
2111,210,12,No,Yes,Yes,Saturday,No,Yes,372.595,1599.64,4
989,203,14,Yes,Yes,No,Monday,No,No,246.275,1134.58,2
1722,211,8,No,Yes,Yes,Monday,No,No,316.2,1316.79,3
1921,211,7,No,Yes,Yes,Friday,No,Yes,414.555,1506.19,3
719,208,9,No,Yes,Yes,Monday,No,No,325.795,1217.13,1
1964,208,9,No,Yes,Yes,Saturday,No,Yes,399.92,1607.4,4
1387,176,13,No,Yes,No,Monday,Yes,No,169.645,1162.77,3
2067,216,11,No,No,No,Sunday,No,Yes,286.355,1401.04,4
881,218,10,No,Yes,Yes,Friday,No,Yes,369.495,1484.5,2
617,208,12,No,No,Yes,Saturday,No,Yes,272.355,1407.2,1
1595,194,11,No,Yes,Yes,Sunday,No,Yes,403.285,1515.59,3
1606,219,10,No,Yes,Yes,Monday,No,No,321.24,1159.03,3
2663,216,8,Yes,Yes,Yes,Saturday,No,Yes,520.565,1545.52,5
1131,198,8,No,Yes,Yes,Saturday,No,Yes,376.735,1499.71,2
784,216,15,Yes,Yes,Yes,Friday,No,Yes,421.45,1491.91,1
1998,197,8,Yes,Yes,Yes,Saturday,No,Yes,449.73,1589.49,4
887,208,9,No,Yes,Yes,Saturday,No,Yes,378.595,1535.59,2
1495,215,12,Yes,Yes,Yes,Thursday,No,No,351.985,1249.47,3
3860,196,8,No,Yes,Yes,Saturday,No,Yes,447.81,1672.46,7
1821,212,14,Yes,Yes,Yes,Monday,No,No,346.425,1256.6,3
2910,200,9,Yes,Yes,No,Saturday,No,Yes,395.86,1588.14,5
2919,209,11,No,Yes,No,Wednesday,No,No,263.435,1331.81,5
2241,206,11,No,Yes,Yes,Monday,No,No,343.615,1256.71,4
1730,206,14,No,Yes,Yes,Thursday,No,No,337.01,1241.19,3
1985,215,11,No,Yes,Yes,Sunday,No,Yes,424.625,1594.15,4
964,148,8,Yes,Yes,Yes,Wednesday,Yes,No,369.07,1280.78,2
2289,157,9,No,Yes,Yes,Wednesday,Yes,No,300.645,1219.25,4
1936,213,9,No,Yes,Yes,Tuesday,No,No,297.17,1275.16,4
1609,215,10,No,Yes,Yes,Sunday,No,Yes,391.905,1622.42,3
1899,215,11,No,Yes,Yes,Sunday,No,Yes,413.345,1555.65,3
1722,197,6,Yes,Yes,Yes,Sunday,No,Yes,460.92,1619.79,3
3265,220,10,No,Yes,Yes,Sunday,No,Yes,427.955,1681.45,6
2668,209,11,No,Yes,No,Thursday,No,No,302.44,1250.46,5
1443,226,11,Yes,Yes,Yes,Tuesday,No,No,342.495,1241.59,3
2051,216,9,No,Yes,Yes,Tuesday,No,No,344.615,1258.55,4
806,214,10,Yes,Yes,Yes,Friday,No,Yes,424.88,1516.47,1
3964,215,11,No,Yes,No,Friday,No,Yes,414.49,1510.28,7
807,200,9,No,No,Yes,Monday,No,No,248.725,1139.92,1
1654,204,11,No,Yes,Yes,Friday,No,Yes,388.54,1525.04,3
2425,208,10,No,Yes,No,Saturday,No,Yes,317.315,1531.89,4
4028,220,10,No,Yes,Yes,Tuesday,No,No,352.91,1349.29,7
695,221,9,No,Yes,Yes,Tuesday,No,No,349.285,1224.75,1
2218,212,9,Yes,Yes,Yes,Sunday,No,Yes,462.51,1618.03,4
4127,207,10,No,Yes,Yes,Sunday,No,Yes,449.975,1746.02,8
3781,212,12,No,Yes,Yes,Friday,No,Yes,398.765,1634.36,7
1386,198,11,No,Yes,Yes,Sunday,No,Yes,379.54,1510.41,3
2746,207,11,No,Yes,Yes,Thursday,No,No,454.58,1352.8,5
1808,211,12,Yes,Yes,Yes,Monday,No,No,357.71,1304.63,3
1312,215,10,No,Yes,Yes,Saturday,No,Yes,397.42,1550.6,2
971,224,11,Yes,Yes,No,Sunday,No,Yes,346.445,1438.7,2
2034,214,7,No,Yes,Yes,Sunday,No,Yes,349.8,1625.61,4
789,220,8,No,Yes,Yes,Saturday,No,Yes,384.535,1522.67,1
2066,214,11,No,Yes,Yes,Friday,No,Yes,438.83,1603.93,4
522,162,14,No,Yes,Yes,Thursday,Yes,No,207.95,1263.74,1
3908,215,14,Yes,No,Yes,Friday,No,Yes,441.36,1557.41,7
741,208,10,No,Yes,No,Tuesday,No,No,236.845,1146.69,1
3909,213,6,Yes,Yes,Yes,Tuesday,No,No,431.045,1427.66,7
658,162,8,No,Yes,Yes,Tuesday,Yes,No,276.33,1156.26,1
2589,222,9,Yes,No,Yes,Saturday,No,Yes,377.965,1536.66,5
2138,200,7,No,Yes,Yes,Sunday,No,Yes,377.93,1580.57,4
2098,211,10,No,Yes,Yes,Saturday,No,Yes,436.19,1567.96,4
1660,196,11,No,Yes,No,Tuesday,No,No,252.73,1199.82,3
451,221,10,No,Yes,Yes,Monday,No,No,306.385,1161.18,1
4033,224,12,No,Yes,Yes,Friday,No,Yes,488.285,1733.25,7
2290,206,11,No,Yes,Yes,Monday,No,No,389.33,1241.9,4
1954,202,9,No,Yes,No,Sunday,No,Yes,286.11,1518.64,4
2333,203,10,No,Yes,Yes,Saturday,No,Yes,457.755,1558.66,4
1727,198,8,No,Yes,No,Friday,No,Yes,334.045,1382.15,3
2242,204,11,No,Yes,Yes,Thursday,No,No,363.97,1262.07,4
1625,209,11,No,Yes,Yes,Saturday,No,Yes,397.295,1651.17,3
2655,209,9,Yes,No,Yes,Saturday,No,Yes,401.275,1577.27,5
1910,202,6,Yes,Yes,Yes,Monday,No,No,322.42,1250.94,3
709,200,8,No,Yes,Yes,Saturday,No,Yes,362.585,1507.47,1
1943,230,9,No,No,Yes,Friday,No,Yes,364.275,1475.92,4
2242,223,11,Yes,Yes,Yes,Sunday,No,Yes,498.3,1668.49,4
2316,218,11,No,No,Yes,Thursday,No,No,273.25,1263.57,4
1631,208,8,Yes,No,Yes,Saturday,No,Yes,365.325,1442.09,3
2544,211,11,No,No,Yes,Saturday,No,Yes,396.9,1543.67,5
2005,194,10,Yes,Yes,Yes,Wednesday,No,No,381.035,1372.24,4
2483,217,8,No,No,Yes,Saturday,No,Yes,366.885,1441.6,5
2385,195,12,No,No,No,Thursday,No,No,221.975,1127.56,4
2602,213,9,No,Yes,Yes,Tuesday,No,No,316.76,1212.78,5
2475,196,12,No,Yes,Yes,Sunday,No,Yes,430.155,1669.53,4
2566,218,10,Yes,No,Yes,Sunday,No,Yes,413.71,1610.07,5
2152,218,8,No,Yes,Yes,Saturday,No,Yes,389.69,1536.03,4
1730,212,10,No,No,Yes,Saturday,No,Yes,307.59,1513.86,3
817,210,10,Yes,Yes,Yes,Thursday,No,No,352.975,1248.91,1
2406,225,7,No,Yes,Yes,Tuesday,No,No,361.46,1369.48,4
1823,199,12,Yes,Yes,Yes,Saturday,No,Yes,439.525,1619.6,3
792,212,13,No,Yes,Yes,Thursday,No,No,332.48,1187.49,1
691,207,8,No,No,Yes,Friday,No,Yes,331.185,1358.54,1
1651,215,10,No,Yes,Yes,Tuesday,No,No,327.105,1353.67,3
1774,223,10,No,Yes,Yes,Saturday,No,Yes,415.16,1477.09,3
2138,214,12,No,Yes,Yes,Wednesday,No,No,354.46,1197.81,4
2543,209,13,No,Yes,Yes,Thursday,No,No,315.365,1355.43,5
